Team,Playerÿÿ,Pos. ,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,Disp. Ave.,AFLF
,"Salem, Christian",,24,405,145,203,3,2,,58,137,60,24,64,14,18,137,418,4,1,31,12,8,25.33333333,94.5
,"Langdon, Ed",,24,315,130,209,13,9,,45,51,67,25,57,15,8,140,380,5,12,19,18,6,21.83333333,83.79166667
,"Gawn, Max",,25,316,131,147,16,17,804,71,43,79,114,97,33,34,267,190,58,23,99,,9,18.52,110.68
,"Brayshaw, Angus",,25,274,105,186,3,7,,61,34,68,36,80,12,19,173,290,7,8,46,4,9,18.4,69.32
,"Neal-Bullen, Alex",,25,255,80,153,15,11,,111,18,99,45,68,30,19,171,246,2,14,33,4,16,16.32,73.16
,"May, Steven",,23,339,125,61,,2,,24,142,19,6,59,14,17,92,190,26,,151,2,2,17.39130435,68.47826087
,"Lever, Jake",,25,242,136,147,,1,,44,103,30,1,57,23,23,173,204,44,,167,1,2,15.56,62.36
,"Rivers, Trent",,25,241,101,137,1,1,,39,74,41,12,47,7,14,117,243,11,,61,9,1,15.12,57.12
,"Harmes, James",,18,152,52,222,7,10,,94,23,60,56,62,20,24,164,223,4,7,22,4,5,20.77777778,79.55555556
,"Jordon, James",,25,178,64,185,6,6,,97,26,45,30,48,18,9,120,249,1,3,17,1,4,14.52,60.68
,"Viney, Jack",,15,162,37,173,4,7,,106,14,59,80,63,30,18,163,167,,4,21,,5,22.33333333,91.6
,"McDonald, Tom",,23,217,122,105,33,22,30,51,8,65,7,58,22,26,143,191,28,32,55,1,22,14,70.65217391
,"Jackson, Luke",,24,107,72,201,16,9,255,48,8,30,35,42,24,11,157,158,24,21,37,,8,12.83333333,61.75
,"Pickett, Kysaiah",,25,193,59,103,40,28,,87,8,63,26,63,20,21,144,147,4,26,23,11,9,11.84,61.4
,"Spargo, Charlie",,25,195,84,92,18,16,,59,9,54,10,41,26,16,103,187,7,17,13,1,16,11.48,54.36
,"Hunt, Jayden",,20,179,64,95,2,3,,49,45,56,12,47,16,19,82,188,3,1,23,22,2,13.7,54.45
,"Fritsch, Bayley",,24,190,116,54,59,24,,47,,50,2,51,18,21,84,162,14,60,17,3,7,10.16666667,64.45833333
,"Hibberd, Michael",,17,127,58,100,,,,35,54,15,7,38,16,10,82,149,2,,36,,,13.35294118,51.82352941
,"Sparrow, Tom",,21,102,40,84,7,4,,57,12,37,21,36,13,15,77,116,4,5,19,,4,8.857142857,39.80952381
,"Petty, Harry",,19,107,68,54,,,,31,38,6,2,36,11,17,79,88,14,,105,,1,8.473684211,37.73684211
,"Brown, Ben",,13,102,69,24,25,13,13,20,,30,1,18,11,6,65,67,19,32,29,,4,9.692307692,62.30769231
,"Bowey, Jake",,7,61,23,58,,,,5,13,13,11,15,1,7,40,76,1,,11,,1,17,52.57142857
,"Melksham, Jake",,12,58,25,49,8,4,,18,2,22,6,22,3,10,45,66,1,8,11,,8,8.916666667,37
,"Jones, Nathan",,8,50,23,45,2,3,,12,9,15,7,14,3,4,27,67,1,3,2,,2,11.875,45.375
,"Tomlinson, Adam",,7,61,38,23,,,,9,17,3,2,17,2,6,20,62,5,,34,,,12,51.85714286
,"Jetta, Neville",,5,20,13,20,,,,7,6,2,2,7,4,2,20,21,1,,19,,,8,33
,"Weideman, Sam",,5,19,16,21,3,4,1,9,,4,,9,3,1,23,16,5,8,5,,2,8,41.2
,"Vandenberg, Aaron",,4,18,3,9,,,,8,3,6,3,9,,4,6,20,,,1,,1,6.75,25.25
,"Smith, Joel",,3,11,9,9,,,,4,6,,1,8,1,2,10,14,,,16,,,6.666666667,29.66666667
,"Baker, Oskar",,3,12,5,3,,,,4,1,6,2,2,,,3,12,,,1,1,,5,24.33333333
,"Brown, Mitch",,1,8,6,2,2,2,,3,,,,1,1,1,3,8,1,3,1,,,10,70
,"Chandler, Kade",,5,1,,3,,,,2,,,,3,,2,2,2,,,,,1,0.8,2.2
,,,,5484,2234,3729,323,242,1103,1554,983,1405,931,1493,477,479,3716,5357,309,317,1174,101,192,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,Playerÿÿ,,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,#VALUE!,
,"Simpkin, Jy",,22,325,96,267,2,5,,84,29,103,114,99,34,28,235,361,2,4,32,11,14,26.90909091,95.45454545
,"Hall, Aaron",,20,423,150,135,2,6,,45,147,57,10,65,8,4,81,389,4,3,27,17,8,27.9,109.15
,"Ziebell, Jack",,21,426,155,104,2,,,40,152,19,8,58,17,14,107,281,15,,68,5,1,25.23809524,99.9047619
,"Davies-Uniacke, Luke",,20,229,97,211,6,12,,64,31,83,90,72,11,27,191,278,3,5,15,7,8,22,81.7
,"Cunnington, Ben",,15,203,62,199,9,8,,74,22,54,114,69,30,31,234,174,6,7,16,,7,26.8,99.2
,"Thomas, Tarryn",,21,233,96,149,24,17,,72,24,89,56,69,29,19,162,228,9,19,24,21,15,18.19047619,81.23809524
,"Stephenson, Jaidyn",,19,249,109,119,17,19,,48,22,74,29,53,16,10,97,264,4,19,17,7,8,19.36842105,84.78947368
,"Atley, Shaun",,20,190,107,154,1,1,,26,55,25,5,40,14,7,81,264,2,,28,14,2,17.2,65.15
,"Goldstein, Todd",,22,160,80,154,12,4,655,42,9,54,76,58,35,25,158,163,13,12,86,,7,14.27272727,85.77272727
,"Turner, Kayne",,22,134,69,126,2,4,,59,30,26,19,45,35,15,105,161,4,6,43,1,3,11.81818182,50.13636364
,"Walker, Josh",,21,153,114,103,3,1,15,22,48,16,2,47,10,9,81,173,20,3,89,2,,12.19047619,52.95238095
,"Dumont, Trent",,14,168,75,82,,,,26,38,40,21,35,5,6,60,197,1,,21,,3,17.85714286,70.28571429
,"Taylor, Curtis",,19,154,79,96,7,5,,40,16,35,10,54,13,13,74,182,6,13,11,1,8,13.15789474,56.42105263
,"Zurhaar, Cameron",,20,163,75,72,31,23,,58,6,47,17,63,19,27,92,147,14,34,17,2,7,11.75,61.85
,"Mahony, Jack",,19,116,53,104,9,4,,61,7,29,13,43,14,13,93,134,1,14,18,1,12,11.57894737,52.21052632
,"Powell, Tom",,13,107,47,110,4,2,,48,18,36,22,21,7,7,69,148,1,2,7,1,6,16.69230769,68.15384615
,"Scott, Bailey",,17,111,52,106,8,5,,32,14,26,13,40,5,7,67,156,2,8,8,3,10,12.76470588,50.94117647
,"Larkey, Nick",,22,123,84,87,42,15,30,27,2,29,6,39,32,12,101,113,25,44,28,3,7,9.545454545,54.36363636
,"McKay, Ben",,22,99,95,111,,,,31,36,9,3,31,14,17,70,136,19,,154,3,1,9.545454545,40.5
,"McDonald, Luke",,11,114,57,75,,2,,28,26,26,8,33,2,10,49,134,6,1,23,1,3,17.18181818,68.09090909
,"Young, Lachie",,15,108,58,60,,2,,23,31,28,9,38,13,16,54,116,6,1,40,1,1,11.2,45.13333333
,"Phillips, Will",,16,71,31,81,3,4,,33,3,18,19,21,7,5,63,94,2,2,10,1,3,9.5,38.375
,"Tarrant, Robbie",,10,104,67,41,,,,10,33,4,1,27,7,14,30,108,5,,45,,1,14.5,60
,"Anderson, Jed",,7,65,22,67,4,1,,40,7,17,19,28,5,9,58,78,1,3,9,,4,18.85714286,79.71428571
,"Bonar, Aiden",,10,72,36,35,,,,16,25,4,2,16,4,8,34,70,5,,42,1,,10.7,43.8
,"Menadue, Connor",,7,54,36,49,,,,9,14,7,3,10,6,2,32,74,2,,10,3,,14.71428571,57.71428571
,"Campbell, Tom",,9,49,35,51,6,1,97,14,2,12,15,34,7,14,61,41,10,8,11,,2,11.11111111,56.55555556
,"Lazzaro, Charlie",,12,55,26,41,3,3,,21,8,19,5,22,6,3,26,76,1,4,8,6,3,8,35.58333333
,"Bosenavulagi, Atu",,8,46,28,35,1,,,13,9,13,2,12,4,5,29,49,2,,8,1,2,10.125,42.375
,"Polec, Jared",,5,48,17,15,,2,,10,7,6,5,9,3,5,17,43,1,,5,1,1,12.6,51
,"Xerri, Tristan",,8,26,14,34,1,2,59,17,,9,6,30,4,16,42,22,4,2,20,,1,7.5,34.875
,"Garner, Taylor",,4,36,21,18,7,1,,7,2,7,,9,5,3,16,36,4,8,4,,4,13.5,68.5
,"Ford, Eddie",,5,24,21,14,3,3,,4,1,9,,4,4,1,11,27,,6,2,,3,7.6,40.2
,"Corr, Aidan",,2,19,9,13,,1,,5,9,2,1,4,1,1,11,17,1,,9,,,16,64.5
,"Tyson, Dom",,3,13,11,13,,,,3,,4,3,8,1,2,5,23,,,4,,1,8.666666667,35
,"Hayden, Kyron",,3,14,8,7,,,,6,4,2,,7,4,5,7,16,,1,3,,,7,31
,"Spicer, Phoenix",,1,3,1,4,,1,,,,2,,2,,,2,5,,,1,,,7,21
,"Comben, Charlie",,1,3,2,3,1,,,1,,1,,1,,1,3,3,,1,2,,,6,28
,,,,4690,2195,3145,210,154,856,1159,887,1041,726,1316,431,411,2708,4981,201,230,965,114,156,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,Playerÿÿ,,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,#VALUE!,
,"Wines, Ollie",,24,362,100,415,10,15,,105,39,125,142,113,33,19,354,412,12,11,30,3,14,32.375,111.9583333
,"Boak, Travis",,23,305,67,335,8,18,,110,25,97,143,88,37,25,298,350,2,10,27,2,20,27.82608696,98
,"Amon, Karl",,24,370,141,196,11,17,,98,57,112,46,80,16,23,116,442,1,5,29,12,10,23.58333333,97.79166667
,"Houston, Dan",,23,313,110,168,7,6,,56,64,69,29,68,10,15,149,321,9,3,31,7,15,20.91304348,80.08695652
,"Byrne-Jones, Darcy",,24,301,104,179,,2,,66,68,59,27,66,26,12,134,327,5,,54,7,8,20,76.20833333
,"Burton, Ryan",,24,320,133,113,,1,,61,102,45,16,63,14,23,117,263,12,1,44,,7,18.04166667,73.95833333
,"Drew, Willem",,24,177,52,247,4,4,,164,18,62,94,65,21,30,213,212,5,4,42,1,8,17.66666667,74.83333333
,"Aliir, Aliir",,24,268,156,100,,1,5,37,94,20,6,50,25,20,156,194,51,3,150,2,,15.33333333,66.29166667
,"Jonas, Tom",,24,260,133,94,,,,37,114,19,6,38,21,19,112,186,19,,172,,2,14.75,61.625
,"Rozee, Connor",,21,176,71,159,21,13,,60,11,59,24,48,25,14,136,201,5,10,29,10,13,15.95238095,67.66666667
,"Bergman, Miles",,23,199,101,126,7,7,,42,32,38,16,50,16,5,102,224,5,4,26,2,3,14.13043478,59.56521739
,"Gray, Robbie",,18,157,67,161,20,8,,48,8,41,53,44,16,14,141,179,6,23,19,4,18,17.66666667,71.55555556
,"Motlop, Steven",,19,169,81,128,13,8,,47,11,40,6,41,13,11,79,223,5,20,17,10,10,15.63157895,66.31578947
,"Dixon, Charlie",,24,178,97,117,48,24,104,50,3,41,23,76,39,27,203,105,59,44,67,1,12,12.29166667,68.04166667
,"Lycett, Scott",,20,140,56,154,6,6,520,77,19,49,64,63,27,38,163,137,4,9,73,1,5,14.7,83.95
,"Bonner, Riley",,14,206,67,73,2,1,,16,46,35,6,35,5,9,48,209,,,22,1,6,19.92857143,72.85714286
,"Ladhams, Peter",,17,129,58,102,13,5,228,40,10,39,32,50,24,20,121,106,18,15,36,,6,13.58823529,70.58823529
,"Butters, Zak",,12,111,50,114,8,2,,42,9,24,32,35,12,12,85,132,2,6,18,8,9,18.75,75.41666667
,"Powell-Pepper, Sam",,16,115,39,104,10,8,,61,4,54,24,42,13,18,95,125,3,6,10,,7,13.6875,58.8125
,"Marshall, Todd",,21,159,85,55,24,12,5,27,8,38,5,32,18,8,96,125,23,33,42,,13,10.19047619,52.61904762
,"McKenzie, Trent",,14,183,84,30,1,,,24,77,10,2,21,6,7,59,103,17,,65,,,15.21428571,67.71428571
,"Georgiades, Mitch",,21,134,93,76,32,17,,37,1,36,1,59,14,31,89,122,25,44,22,1,8,10,52.9047619
,"Duursma, Xavier",,11,111,52,96,3,3,,29,13,36,11,34,13,9,62,146,3,3,7,4,,18.81818182,73.09090909
,"Fantasia, Orazio",,15,126,48,52,28,23,,30,1,49,8,25,10,6,59,116,1,20,9,4,8,11.86666667,61.93333333
,"Hartlett, Hamish",,10,85,33,66,2,2,,22,24,18,5,25,8,11,45,103,2,1,27,,3,15.1,56.3
,"Clurey, Tom",,11,103,61,37,,,,12,27,2,1,19,5,8,56,82,17,,61,1,,12.72727273,54.09090909
,"Farrell, Kane",,10,67,23,55,4,3,,24,3,23,7,24,1,11,36,87,2,1,5,,4,12.2,47.1
,"Lienert, Jarrod",,5,62,21,22,1,,,8,23,9,4,11,3,3,19,54,2,,15,1,,16.8,65
,"Jones, Lachie",,6,44,22,37,1,,,9,12,9,1,17,4,5,33,49,1,,14,,2,13.5,50.5
,"Frederick, Martin",,8,33,17,42,1,,,10,6,9,3,9,5,5,26,50,2,1,8,2,2,9.375,33.75
,"Woodcock, Boyd",,7,40,25,33,4,3,,14,2,9,1,16,4,8,20,54,1,6,9,,2,10.42857143,46.28571429
,"Mayes, Sam",,11,35,17,35,5,3,,20,2,9,5,16,2,2,27,42,5,6,6,,1,6.363636364,30.45454545
,"Rockliff, Tom",,2,3,,8,,1,,,,1,2,,1,,5,7,,,1,,,5.5,13.5
,"Williams, Dylan",,1,6,1,1,,,,3,,2,,1,,1,2,2,,,,,,7,32
,"McEntee, Jed",,1,,,1,,,,,,,,,,,,1,,,,,,1,2
,,,,5447,2265,3731,294,213,862,1486,933,1288,845,1424,487,469,3456,5491,324,289,1187,84,216,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,Playerÿÿ,,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,#VALUE!,
,"Short, Jayden",,22,411,134,131,1,2,,39,151,50,11,58,17,8,85,363,1,,35,30,2,24.63636364,93.36363636
,"Baker, Liam",,22,238,88,208,7,8,,61,39,65,30,80,12,33,179,276,4,7,54,3,11,20.27272727,72.77272727
,"Graham, Jack",,22,220,56,198,11,7,,122,21,86,39,67,21,27,131,298,,6,15,5,15,19,78.40909091
,"Bolton, Shai",,20,208,82,185,23,20,,55,6,96,71,72,13,26,168,232,11,23,18,20,20,19.65,77.65
,"Martin, Dustin",,16,200,46,161,19,7,,36,3,84,57,54,9,12,151,210,9,15,26,12,16,22.5625,81.125
,"Cotchin, Trent",,17,206,53,147,2,,,57,27,57,68,62,17,13,160,196,1,2,28,,2,20.76470588,75.82352941
,"Edwards, Shane",,16,149,47,145,8,3,,36,28,41,47,43,6,13,113,175,2,6,28,4,7,18.375,65
,"Grimes, Dylan",,21,159,118,127,,,,47,47,15,6,51,23,20,122,161,22,,120,,2,13.61904762,58.85714286
,"Pickett, Marlion",,18,119,63,163,2,4,16,62,26,45,25,70,11,34,138,161,6,4,46,5,4,15.66666667,58.94444444
,"Houli, Bachar",,12,159,77,116,1,,,40,57,26,10,26,8,5,56,189,2,1,19,28,3,22.91666667,91.58333333
,"Lambert, Kane",,13,137,54,131,6,4,,40,12,44,12,42,8,13,72,188,1,8,20,,10,20.61538462,77.23076923
,"Nankervis, Toby",,16,114,49,153,1,5,360,57,26,34,69,70,22,28,165,101,8,3,61,,1,16.6875,83.25
,"McIntosh, Kamdyn",,17,182,69,81,1,4,,41,33,47,19,62,13,19,99,169,2,4,35,14,3,15.47058824,61.47058824
,"Rioli, Daniel",,19,120,54,127,9,6,,46,12,26,9,31,20,11,84,168,3,8,22,6,4,13,53
,"Castagna, Jason",,21,120,85,126,17,13,,41,4,32,7,27,13,3,69,174,1,17,13,3,7,11.71428571,54.76190476
,"Riewoldt, Jack",,22,187,107,53,51,29,,38,1,51,5,65,12,24,103,130,27,68,34,2,17,10.90909091,64.31818182
,"Astbury, David",,17,136,93,97,,,15,23,42,11,7,29,14,11,69,158,11,,66,1,2,13.70588235,57
,"Broad, Nathan",,14,159,89,70,,,,17,48,21,2,26,7,5,66,158,11,,64,3,1,16.35714286,67.42857143
,"Aarts, Jake",,21,122,53,100,18,12,,53,6,40,11,55,20,27,102,123,5,9,17,9,13,10.57142857,47.42857143
,"Vlastuin, Nick",,12,155,82,63,,1,,27,63,12,4,33,9,14,55,133,7,1,49,1,3,18.16666667,76.08333333
,"Prestia, Dion",,9,93,29,107,1,3,,37,17,27,38,30,17,8,82,123,,1,8,1,1,22.22222222,81.11111111
,"Lynch, Tom",,18,130,87,69,35,33,24,28,,45,7,56,17,24,114,97,31,52,37,,15,11.05555556,61.83333333
,"Balta, Noah",,14,129,65,54,2,1,14,18,43,16,6,32,7,10,60,114,20,1,50,5,1,13.07142857,54.71428571
,"Ross, Jack",,15,77,43,82,2,,,22,13,22,12,18,5,5,43,117,1,2,13,4,2,10.6,40.93333333
,"Mansell, Rhyan",,13,91,35,53,1,,,29,36,15,3,26,13,14,40,98,,,30,1,,11.07692308,44.38461538
,"Collier-Dawkins, Riley",,9,58,21,74,3,,,32,3,21,30,25,5,9,57,82,,3,6,1,1,14.66666667,56.55555556
,"Stack, Sydney",,7,60,36,57,2,1,,17,18,13,2,21,5,5,37,82,4,1,11,,3,16.71428571,67.57142857
,"Caddy, Josh",,9,68,36,45,2,5,,11,8,15,6,13,4,3,30,81,,4,9,3,2,12.55555556,50.88888889
,"Chol, Mabior",,10,59,31,41,7,4,123,25,7,17,21,20,8,8,54,49,10,7,27,,1,10,60.5
,"Coleman-Jones, Callum",,8,38,30,46,11,4,61,13,4,6,6,15,7,8,48,42,11,10,16,,1,10.5,57.75
,"Parker, Matthew",,6,47,18,32,3,3,,29,2,16,9,19,1,6,23,55,1,3,5,2,3,13.16666667,63.16666667
,"Dow, Thomson",,5,29,16,37,,2,,5,2,6,5,11,1,2,22,45,,2,2,,2,13.2,45.2
,"Garthwaite, Ryan",,5,25,11,25,,,,9,12,4,,10,4,2,15,32,2,,33,,,10,38.4
,"Naish, Patrick",,6,27,9,22,2,,,10,5,11,3,8,3,1,12,37,,,3,1,3,8.166666667,34
,"Ralphsmith, Hugo",,6,27,7,22,3,2,,5,4,8,,8,1,2,12,36,,1,11,,,8.166666667,30.16666667
,"Martyn, Will",,3,14,6,12,,,,3,,3,3,8,,4,9,21,,,2,,,8.666666667,28
,"Eggmolesse-Smith, Derek",,1,6,1,3,,,,2,3,,1,3,1,2,2,5,,,,,,9,30
,"Rioli, Maurice",,2,7,1,2,2,,,4,,2,,5,1,1,1,6,,,1,,1,4.5,27
,"Miller, Ben",,1,4,2,2,,,,,2,,,,1,,5,3,,,8,,,6,23
,"Ryan, Samson",,1,,,,,,1,,,,,1,,1,,,,,1,,,0,-2
,,,,4490,1983,3367,253,183,614,1237,831,1130,661,1352,376,461,2853,4888,214,269,1043,164,179,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,Playerÿÿ,,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,#VALUE!,
,"Steele, Jack",,22,311,103,331,13,8,,185,38,105,138,87,43,32,305,333,6,10,42,6,12,29.18181818,121.6818182
,"Crouch, Brad",,20,248,56,279,7,5,,109,31,63,98,87,23,24,224,286,,4,23,1,6,26.35,95.2
,"Sinclair, Jack",,21,281,102,162,3,2,,48,78,53,29,51,9,10,139,300,4,1,47,13,11,21.0952381,79.23809524
,"Hill, Bradley",,22,279,86,155,3,1,,50,60,63,18,65,6,21,75,343,1,1,35,14,9,19.72727273,71.22727273
,"Ross, Sebastian",,20,225,91,195,5,8,,61,35,60,60,51,12,12,136,284,2,2,34,11,7,21,79.8
,"Billings, Jack",,18,218,113,143,14,14,,35,31,58,19,41,14,10,99,264,4,18,18,1,9,20.05555556,83.38888889
,"Wilkie, Callum",,22,248,126,85,,1,,39,89,14,4,52,17,25,92,228,15,,116,3,2,15.13636364,63.22727273
,"Howard, Dougal",,21,256,102,68,,1,1,25,109,11,6,43,14,15,81,156,18,,188,1,,15.42857143,61
,"Webster, Jimmy",,20,205,93,117,1,,,29,71,17,10,36,12,9,95,208,6,,59,6,,16.1,61.75
,"Membrey, Tim",,21,227,151,85,34,26,12,22,8,66,3,57,18,10,120,196,32,52,53,2,14,14.85714286,77.23809524
,"Jones, Zak",,13,163,49,141,4,2,,57,20,56,55,37,17,13,109,203,,5,12,15,8,23.38461538,88.46153846
,"Dunstan, Luke",,12,169,51,134,1,4,,59,11,60,70,50,18,19,134,167,,2,19,,2,25.25,94.58333333
,"Higgins, Jack",,19,161,79,131,27,16,,42,2,52,8,41,20,12,118,171,10,29,13,2,8,15.36842105,69.05263158
,"Clark, Hunter",,13,154,53,95,2,1,,40,25,22,21,39,8,16,84,163,1,,12,1,4,19.15384615,72.61538462
,"Butler, Dan",,22,170,43,78,18,17,,82,5,60,8,56,18,20,87,147,,11,25,17,10,11.27272727,54.81818182
,"Byrnes, Ryan",,16,131,76,116,6,1,,29,22,29,20,35,9,1,71,172,3,3,6,,7,15.4375,63.25
,"Coffield, Nick",,16,159,89,69,1,1,,25,45,15,5,29,18,10,62,166,5,2,30,4,,14.25,61.0625
,"Marshall, Rowan",,13,137,63,66,9,5,241,39,10,32,32,35,18,13,133,78,27,13,33,,3,15.61538462,89.76923077
,"King, Max",,20,126,90,67,38,30,11,16,1,33,1,41,18,14,121,74,48,54,25,,13,9.65,54.55
,"Battle, Josh",,16,113,61,73,3,7,2,46,21,20,9,29,13,11,71,115,5,3,25,1,2,11.625,53.6875
,"McKenzie, Daniel",,12,105,56,75,5,,,20,8,26,16,29,6,12,54,125,2,2,17,4,5,15,59.41666667
,"Highmore, Tom",,13,97,66,75,,,,31,21,9,3,23,10,13,60,104,12,,31,2,,13.23076923,56.46153846
,"Bytel, Jack",,13,70,18,79,2,1,,55,9,24,38,25,8,8,68,81,,1,5,1,1,11.46153846,49.15384615
,"Long, Ben",,15,94,52,49,2,9,,35,17,19,7,39,10,16,53,94,3,5,36,4,3,9.533333333,43.93333333
,"Ryder, Paddy",,12,82,37,36,5,1,362,30,5,29,29,30,9,17,72,45,15,5,41,,2,9.833333333,75
,"Lonie, Jack",,11,68,23,40,4,6,,22,7,18,3,14,11,1,29,80,1,1,5,,3,9.818181818,43.54545455
,"Kent, Dean",,7,56,35,40,5,6,,22,3,29,1,19,3,7,22,75,2,9,9,2,4,13.71428571,65.57142857
,"Wood, Mason",,9,51,30,41,7,2,,24,4,16,2,14,3,7,31,64,,3,6,,2,10.22222222,49.66666667
,"Connolly, Leo",,7,56,22,27,1,1,,4,13,9,2,13,1,3,16,65,1,2,5,7,1,11.85714286,43.28571429
,"Gresham, Jade",,3,42,12,21,1,,,6,2,19,15,14,,5,17,38,1,,,3,3,21,73
,"Hunter, Paul",,7,18,5,29,2,,113,28,4,7,16,22,5,13,27,23,,,30,,1,6.714285714,47.14285714
,"Joyce, Darragh",,5,36,13,11,,,4,4,12,2,,11,2,4,15,30,,,25,,,9.4,35.8
,"Sharman, Cooper",,5,27,19,17,10,4,4,8,,6,2,7,,1,18,24,7,13,1,,2,8.8,53.8
,"Geary, Jarryn",,3,22,15,18,1,1,,7,2,3,,5,,4,10,30,2,2,7,1,1,13.33333333,56.66666667
,"Hannebery, Dan",,2,18,4,22,,,,3,3,2,10,7,1,2,18,23,,,,,,20,58.5
,"Carlisle, Jake",,4,20,11,18,1,2,47,9,2,5,7,12,3,7,21,16,4,1,9,,1,9.5,50.5
,"Clavarino, Oscar",,5,20,14,16,,,1,8,6,4,,12,2,6,17,20,4,,17,1,,7.2,30.2
,"McKernan, Shaun",,4,24,8,12,2,1,44,7,2,4,6,23,2,9,25,13,2,3,13,,,9,45
,"Frawley, James",,2,13,10,10,,,,2,7,,,3,,1,6,13,,,8,,,11.5,47
,,,,4900,2127,3226,237,184,842,1363,839,1120,771,1284,401,433,2935,5017,243,257,1080,123,156,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,Playerÿÿ,,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,#VALUE!,
,"Parker, Luke",,23,298,87,343,15,8,,106,31,93,146,97,39,35,309,322,9,13,32,3,17,27.86956522,99.86956522
,"Lloyd, Jake",,22,404,124,210,1,1,,40,144,40,11,51,14,18,88,395,3,1,49,26,5,27.90909091,96.86363636
,"Dawson, Jordan",,23,354,126,159,9,7,,68,113,69,15,61,22,23,144,315,23,9,96,5,6,22.30434783,88.86956522
,"Kennedy, Josh",,21,220,76,285,4,6,,100,21,68,109,51,19,13,232,270,2,8,15,1,11,24.04761905,88.95238095
,"Mills, Callum",,18,256,107,239,6,1,,95,48,75,86,56,22,11,187,307,2,3,36,1,9,27.5,109.6111111
,"Florent, Oliver",,23,273,93,163,9,6,,50,44,76,49,66,18,19,140,304,5,6,34,11,7,18.95652174,71.52173913
,"McInerney, Justin",,21,229,113,150,7,2,1,23,31,63,19,45,21,19,109,294,4,3,38,7,8,18.04761905,67.95238095
,"Hewett, George",,21,160,74,216,,,,71,30,32,52,38,12,15,146,236,4,2,22,,5,17.9047619,65.95238095
,"Rampe, Dane",,20,248,123,113,,1,,34,92,32,4,56,14,24,81,262,10,,80,3,1,18.05,70.9
,"Hickey, Tom",,21,193,60,154,10,7,506,45,24,64,104,74,25,38,215,141,11,7,89,,6,16.52380952,82.42857143
,"Cunningham, Harry",,21,229,108,113,,,,55,61,29,4,34,13,14,84,246,2,1,53,4,2,16.28571429,68
,"Heeney, Isaac",,21,222,119,111,36,21,1,41,8,66,16,54,22,16,133,204,20,36,26,3,19,15.85714286,77.19047619
,"Papley, Tom",,23,230,89,83,43,27,,34,2,69,27,63,21,22,128,184,4,32,20,7,22,13.60869565,65.17391304
,"McCartin, Tom",,22,196,111,101,,,,23,65,12,9,47,17,16,115,185,25,,160,6,1,13.5,53.81818182
,"Gulden, Errol",,18,195,82,87,14,11,,52,14,70,20,48,24,14,102,180,4,13,17,4,17,15.66666667,71.66666667
